-34,913135,-8,038009
-46,30919779,-23,6878636
-51,081831,-0,011217
-53,50082439,-28,28851617
-58,09600008,-15,67500003
-44,948057,-17,352628
-47,95231932,-15,79884057
-46,69162921,-23,73950444
-56,487139,-21,127338
-47,50497846,-22,99842476
-36,909,-5,57700003
-38,40493476,-12,90257415
-54,321468,-30,338445
-46,289925,-23,989732
-56,05173767,-15,55769862
-43,346813,-22,778975
-44,23630411,-20,03092509
-40,746152,-20,022546
-40,600373,-19,9325
-42,84100008,-21,00999996
-39,01399992,-10,50800004
-37,998,-11,18400003
-49,086525,-5,356482
-48,95300016,-16,97300001
-46,697684,-23,60984529
-51,14755994,-23,31150618
-50,73400008,-21,92200002
-35,748,-7,81499997
-38,5232229,-12,99502529
-46,38166197,-23,96330525
-40,34554093,-3,701403906
-51,46384783,-23,55216859
-42,754239,-5,091082
-46,74398742,-23,2839744
-46,453992,-23,501543
-47,519552,-22,580753
-48,47500008,-8,05899996
-39,03443893,-14,79979877
-51,15653585,-23,31139693
-34,91780943,-8,027064074
-38,96598013,-12,2529691
-37,77135931,-4,566101765
-49,0693975,-26,88296328
-37,63900008,-7,75099998
-52,51048019,-28,82965999
-34,90199219,-8,116914234
-38,54361992,-12,67026115
-49,94899992,-15,56199999
-39,06168067,-13,36940191
-44,77486489,-4,230581965
-40,25726026,-20,19768809
-51,96512382,-29,46285998
-46,31702676,-22,85303391
-35,21029611,-5,840646118
-48,05408918,-15,83370118
-46,52040435,-23,5158665
-43,693238,-20,525239
-51,11600004,-10,01199996
-58,74099984,-11,37799998
-46,57083572,-22,42767547
-46,36900008,-14,09300001
-38,54505479,-3,730075822
-50,01524437,-29,75396898
-55,794202,-20,474793
-38,46284855,-12,99766312
-47,889259,-15,786998
-48,65240123,-27,62343216
-47,900323,-15,736051
-47,87000289,-15,83149963
-48,5041332,-16,08070519
-51,67017085,-24,23930585
-43,937607,-19,92496347
-35,25398304,-7,845396101
-49,44899988,-17,52599997
-35,20600429,-5,891720414
-49,224348,-16,406225
-50,138133,-29,98712
-46,70198997,-23,61778792
-60,09290184,-3,070125483
-49,384399,-23,193734
-43,92836164,-19,92767531
-38,45800183,-12,94417186
-47,88406,-15,771205
-49,26635467,-16,67843197
-46,49163188,-23,54117414
-43,94801609,-19,9733425
-48,652062,-27,020841
-42,28999992,-16,17000003
-40,97999988,-18,78200001
-38,47867141,-12,98807188
-46,33599442,-23,95320548
-44,827562,-20,697466
-55,16899992,-15,54699996
-53,60464423,-28,64250258
-54,864128,-29,1939
-42,932366,-22,915336
-38,70969764,-12,54852492
-42,06999996,-16,84999998
-42,939704,-21,119644
-44,22613602,-2,535109914
-48,02381407,-15,84255247
-46,77811132,-23,51321558
-46,70947236,-23,51322087
-50,19963593,-19,7291127
-55,712777,-12,541244
-47,55300012,-2,06000001
-56,07621776,-15,61155002
-43,94302901,-19,91820579
-43,016456,-22,827137
-52,40940213,-25,39952411
-49,27867316,-16,79107129
-36,02888492,-9,159770154
-39,071842,-16,493097
-51,76035045,-24,75914605
-49,3144362,-25,43683354
-49,92599988,-16,80499998
-41,85600012,-11,304
-42,47499996,-14,06899998
-38,55503744,-3,820799993
-40,500719,-9,412559
-46,16699033,-23,52701872
-43,4094638,-19,96112987
-45,88623899,-23,18414492
-46,59564806,-23,46822803
-51,08619348,-26,22958522
-49,64234009,-27,21529269
-48,21999984,-13,53300003
-48,84989491,-26,30331681
-51,95475104,-23,41594245
-51,779936,-23,49519
-43,34960691,-23,000472
-40,318542,-20,392595
-35,206669,-5,785797
-34,8827072,-7,119955041
-43,17811708,-22,90732552
-48,28200012,-15,76199997
-43,414323,-22,974604
-40,53766044,-19,01844228
-48,633838,-27,240081
-37,438287,-11,271764
-57,52000008,-11,25500004
-47,069225,-23,932496
-34,89062987,-8,085992153
-52,2759317,-27,63107699
-35,2450117,-5,757976365
-49,26653984,-16,66360109
-49,23724219,-16,72950018
-43,601825,-18,246474
-46,4479697,-23,66468351
-46,54933889,-23,72280314
-47,61399996,-15,453
-43,859271,-20,501942
-44,36374711,-15,48563825
-47,64762389,-22,73767981
-44,28751282,-2,500305501
-47,50423899,-5,267826116
-49,06543723,-22,31699073
-35,971446,-8,284587
-58,76399988,-12,98899998
-43,57367314,-22,9285466
-46,63354419,-23,55147578
-51,87338218,-23,4416424
-35,006172,-7,566126
-51,1064696,-30,0685209
-44,44481093,-20,11915577
-39,00725545,-11,66116247
-46,54428784,-23,72251787
-47,906819,-15,815499
-46,375759,-23,962457
-46,65938005,-23,56969146
-47,7258226,-23,81033514
-44,20128331,-20,14267439
-46,64592444,-23,49418489
-47,38678426,-22,53194395
-49,598823,-15,306954
-51,153227,-23,282475
-40,69400004,-16,18399998
-37,055731,-10,920633
-60,02411105,-3,088940924
-46,41840843,-23,52262697
-36,65618574,-9,733722971
-45,70300008,-22,25199996
-39,30932,-4,351418
-40,49799984,-7,57600002
-34,90152743,-8,030326054
-48,633706,-26,246795
-39,10200012,-12,67000002
-46,47901268,-24,025858
-44,08726,-19,766175
-49,2715289,-25,43205307
-49,32068562,-16,76587902
-46,62303531,-23,57445769
-44,084361,-19,913525
-59,956634,-3,075631567
-44,10565509,-22,49738383
-42,93299988,-18,77499999
-43,47134584,-22,45489806
-49,23430426,-26,8958702
-49,302468,-25,45771246
-48,03900012,-16,05899997
-43,41800016,-13,25500002
-37,05921754,-8,420385441
-48,949279,-16,324455
-43,17721585,-22,92866555
-49,24932734,-25,47685933
-47,130499,-22,930878
-38,229734,-6,759921
-40,08200004,-7,88300001
-51,93623413,-23,42205138
-39,41119744,-7,231811752
-47,4564,-22,482545
-61,01300016,-11,52500004
-43,32275368,-23,00329547
-53,51907596,-24,40983389
-61,18986671,-11,67306882
-35,59200012,-8,68300002
-45,88577549,-23,18098801
-48,08156317,-15,81058759
-49,27352901,-25,43192888
-51,25406188,-30,11516798
-51,24483227,-30,10680162
-46,8916332,-23,20082989
-47,50499988,-4,28499999
-38,65078041,-3,734629059
-34,89863959,-8,040801991
-51,11799984,-16,44200001
-48,08177193,-15,86051291
-54,0912539,-25,30132656
-49,09299984,-16,70799996
-48,84515574,-26,32054302
-48,45999996,-14,47399998
-40,659379,-20,362803
-40,993698,-3,729467
-51,22883726,-27,40276867
-48,48616401,-1,454473715
-41,135888,-20,84600848
-49,96199988,-16,461
-38,09800008,-5,14600002
-38,540151,-3,739287
-43,38411778,-23,00087943
-51,0457,-23,269354
-49,94600004,-7,09499997
-49,80999996,-16,02
-46,67352791,-23,51327015
-48,47873332,-1,41723232
-50,01045872,-24,79490914
-43,12191795,-22,90273217
-50,607711,-25,229885
-43,02299988,-6,76700001
-45,379546,-3,662308
-37,67132734,-10,9153599
-46,7411133,-23,61401261
-60,02431923,-3,081179654
-36,206058,-7,954217
-43,947111,-19,81938
-35,73914998,-9,617716236
-49,34199556,-16,76859886
-48,95683774,-26,92875678
-40,6304581,-19,53588928
-51,46169988,-29,68438114
-38,58275021,-3,738126964
-38,47379226,-12,96597271
-51,67333615,-23,52729751
-51,14730417,-29,82436778
-51,16107389,-30,01098236
-51,16100004,-6,74800002
-39,12000012,-8,06699997
-38,55689135,-6,88734715
-48,445901,-1,370709
-47,92291515,-15,79968883
-43,17295731,-22,50856172
-43,87935784,-16,72430922
-46,86522408,-23,48385207
-48,276187,-18,956944
-35,20942936,-5,809114595
-39,26908695,-12,95445382
-51,22219605,-30,02794961
-38,53911339,-3,75761809
-42,62601073,-19,52517402
-39,28299984,-11,56400001
-53,054047,-25,746999
-54,7123224,-2,419445326
-53,02735753,-24,18549142
-40,40690981,-18,71087026
-43,12027123,-22,89349438
-49,28150455,-25,4435136
-55,53369344,-30,89244022
-38,432762,-12,962024
-49,26285518,-25,41788884
-43,42819767,-22,87870874
-43,90707348,-19,8839068
-34,85906185,-7,119620654
-50,375799,-16,521591
-34,846069,-7,091959
-46,60510655,-23,63268619
-46,39995759,-23,53435298
-43,36856535,-22,8400855
-46,79604548,-23,73395615
-46,6276749,-23,61909747
-43,099766,-22,857326
-46,74688582,-23,56125302
-49,29222951,-25,4916067
-47,31289262,-22,94905123
-46,59505377,-23,58135084
-49,18433171,-25,36062524
-42,8200181,-5,078887761
-43,36467497,-21,78112634
-51,17629446,-29,85060581
-46,854733,-23,515473
-51,22703391,-30,02966875
-44,255516,-2,527601
-46,3865782,-23,96838628
-49,27449251,-25,41161182
-47,136599,-23,533158
-47,84851792,-23,34908053
-51,16335269,-30,02266334
-48,02918862,-15,83842075
-38,49055658,-3,757060551
-49,33400004,-15,75700002
-43,32825971,-22,83322336
-40,274143,-20,239765
-45,583218,-23,025078
-48,40570436,-1,094519633
-47,49931822,-4,950093474
-43,44982264,-22,75814899
-43,45678676,-22,74531204
-38,46993234,-12,97851795
-48,66670042,-27,64674393
-46,42470173,-23,54259527
-43,2330268,-22,92322731
-52,67120194,-26,22558214
-46,94219296,-22,37025464
-51,14614315,-29,76874364
-43,810634,-19,890286
-51,380396,-20,898971
-47,47225943,-5,534207888
-43,95189187,-19,78205315
-47,884376,-15,786621
-52,15877494,-32,1851761
-46,829347,-23,521662
-41,814344,-22,393818
-51,73187766,-17,87901858
-47,165016,-22,580335
-46,88288274,-23,18898007
-48,34776477,-24,00612244
-46,6220415,-23,48223632
-63,90148789,-8,760911748
-37,278874,-7,033543
-44,19800027,-19,96578854
-40,35399984,-17,83899999
-49,33702746,-25,47715832
-46,57729,-23,627786
-34,912841,-8,037
-38,49662498,-3,736675058
-50,645063,-25,465967
-43,27960033,-22,8414921
-46,57331039,-23,66957392
-34,83889984,-7,151925546
-46,891038,-21,828839
-49,20173208,-25,53743757
-52,45421448,-23,07650487
-47,41391673,-22,75524855
-46,8583524,-23,5995003
-49,00727306,-28,48113868
-39,581639,-16,373383
-43,24125956,-22,932409
-35,86888414,-7,234465026
-37,078374,-10,851216
-38,396317,-12,936466
-52,626393,-27,069843
-41,78104755,-2,906350771
-54,5743375,-25,53285542
-48,015813,-15,816802
-46,47154929,-23,62084665
-40,30547672,-20,33889607
-53,83205997,-24,28117397
-48,277805,-17,306653
-55,91099988,-13,05
-49,66982984,-3,767018727
-54,04069502,-24,56841596
-48,65964505,-26,90408877
-40,521384,-11,190737
-47,44354169,-23,48896655
-43,99947952,-19,8911005
-57,89199996,-13,67499996
-51,17873329,-30,03259907
-43,19081673,-22,98407445
-44,429082,-18,754221
-38,96420213,-12,25502993
-46,7554704,-23,56783824
-46,57449898,-23,5450038
-43,93714711,-19,93836238
-46,68943994,-23,57272005
-45,96213689,-23,3043498
-41,46775,-7,077265
-43,9813527,-19,94982894
-48,55708706,-27,59326972
-49,13539258,-14,52440668
-43,35096821,-22,8535758
-38,30092423,-7,991100144
-47,77947901,-15,77090887
-48,50396787,-21,4088166
-56,094405,-15,596791
-43,36082447,-22,92484925
-54,65217694,-20,51474783
-44,44041,-22,461561
-51,23169551,-30,03061692
-46,58517339,-23,31907512
-46,55034731,-23,52729796
-39,27698286,-14,80015151
-48,46640179,-1,449419974
-52,89009,-30,053502
-55,45500012,-10,81299996
-46,03944788,-7,535051187
-55,7958815,-29,78546542
-51,18368552,-30,04367302
-49,35700008,-18,01299996
-47,555372,-24,709201
-54,59373853,-20,45179295
-48,672082,-27,641961
-43,31988953,-22,82486971
-51,22351804,-30,06036062
-49,28938915,-25,47805262
-49,1150121,-26,87442842
-49,38192675,-28,68308839
-51,22795247,-30,04847849
-47,21792457,-23,11739108
-41,67798074,-21,13613106
-49,891883,-6,070713
-50,45795901,-18,44598403
-47,779364,-20,336909
-60,14599992,-12,74100003
-51,813815,-30,850503
-51,19913563,-30,01783001
-52,78163045,-28,28137462
-47,10945295,-22,94548873
-54,10519985,-31,33447162
-43,44572667,-23,00881246
-51,13039708,-30,00085063
-49,719526,-25,764544
-50,390807,-26,176443
-43,93891108,-19,91651549
-46,84890607,-23,7137199
-47,940454,-15,803424
-55,98185215,-4,273677371
-38,46975983,-12,98899569
-39,85412076,-18,71702434
-43,12412315,-22,89604694
-48,284822,-18,9312868
-34,8994551,-8,052340365
-43,36622438,-22,88539626
-43,39534274,-22,77078219
-48,05478343,-15,90185268
-55,7285422,-22,54016611
-62,2516932,-10,71782011
-45,56599992,-21,08999997
-47,05800012,-23,15300004
-59,3361241,-15,23120133
-52,21478003,-3,208571964
-53,31551916,-23,78869313
-45,81058278,-12,08677986
-46,13352896,-23,83961091
-47,04175081,-22,92730026
-47,92686966,-1,291122321
-46,65266889,-23,55352056
-49,32950039,-16,71141284
-46,597268,-23,631023
-50,269146,-29,88709
-46,64439453,-23,54591484
-43,92327582,-19,94411372
-49,3196947,-25,43866629
-48,64612888,-26,99931885
-50,892669,-22,228129
-48,001286,-16,006298
-45,4353333,-21,55607068
-49,2775828,-16,66276872
-44,107021,-22,517294
-51,96512382,-29,46285998
-35,48999988,-6,85500003
-34,87351003,-8,063328509
-46,65001198,-23,5312124
-47,84872293,-15,81476191
-43,17720641,-22,92833841
-46,565635,-23,609678
-48,54549762,-22,29823827
-44,2995441,-2,507679636
-46,45722829,-23,50542458
-47,8891848,-15,81019241
-47,80925377,-21,20252567
-42,53200836,-22,28914291
-49,18726104,-25,44074582
-43,287207,-22,767227
-38,32617823,-12,69843679
-46,55080815,-23,70890001
-51,41184901,-22,11576927
-43,17888138,-22,90320544
-48,19232162,-18,65046825
-44,71945281,-23,21963854
-49,35304828,-25,42646859
-43,66266573,-22,40973289
-57,65301922,-18,99974612
-46,75084638,-23,58663445
-40,29647544,-20,30608772
-50,97247531,-25,20965599
-56,00691433,-28,65863227
-40,29795937,-20,35880256
-49,11599988,-4,45100004
-49,2451651,-16,70143129
-49,35343545,-16,77413756
-42,69420465,-21,38906897
-51,96807386,-23,41932241
-43,91332879,-19,91937572
-35,18038531,-5,872701204
-40,29264463,-20,28906385
-47,4014998,-20,53595572
-46,5509823,-23,5759618
-47,02428448,-22,95105421
-46,66357813,-23,67405195
-39,01505117,-4,969841497
-38,46568145,-12,97920857
-46,61221266,-23,60245727
-34,83844184,-7,167084381
-40,193057,-10,464504
-51,19143009,-19,67222612
-46,68921567,-23,62274431
-38,50084341,-12,93306229
-46,832418,-23,592108
-43,17807719,-22,61075264
-46,55749374,-23,59570328
-43,25644689,-22,92338165
-38,42345311,-12,13642675
-43,40314972,-22,8849585
-46,55489,-23,676874
-48,94769105,-16,30209152
-43,37166279,-22,80110845
-49,25369864,-16,66984492
-49,29228429,-25,42148015
-46,6133525,-23,54100572
-54,47874547,-27,86870856
-61,762302,-11,725542
-43,34872577,-23,00048303
-40,27289105,-19,81509859
-47,73307926,-21,34067981
-40,0814853,-13,86067337
-48,95456568,-16,32852721
-51,93286155,-23,41954496
-48,8447121,-26,30178842
-46,70945003,-23,65244461
-49,108104,-17,733158
-47,64695068,-15,61902749
-50,00067892,-8,038300814
-46,51997867,-23,46814933
-38,30534462,-12,87561467
-41,94500004,-22,527
-42,77966779,-14,22438918
-42,89510408,-20,40889049
-49,97488853,-23,15950072
-47,93719084,-19,74876331
-46,6595484,-23,55830671
-46,88992566,-21,59643853
-56,08599984,-9,87599997
-46,66799919,-23,60985241
-47,38720374,-22,18491631
-39,299265,-6,361573818
-52,42923958,-29,71640158
-46,60007286,-23,52386765
-53,47723861,-24,94977515
-43,94255751,-19,95831402
-49,12824837,-15,32676952
-51,21327848,-30,05212865
-52,546306,-17,566337
-43,748444,-22,866469
-47,30131099,-23,26116377
-46,40544263,-23,49470928
-46,90201908,-16,35978962
-44,25919653,-21,13622483
-40,35762151,-3,682635158
-46,52550075,-23,46239419
-47,57310486,-23,64927394
-51,191026,-29,171304
-37,36321326,-5,180483929
-51,20602607,-30,02859882
-43,92711641,-19,93319384
-44,27566034,-19,47486655
-39,32548418,-7,22183941
-45,88464222,-23,22785671
-49,28166203,-16,70782321
-53,05195036,-26,07777723
-46,68790222,-23,53540749
-50,37396331,-23,10995692
-47,47912299,-21,70748534
-47,06746881,-22,88547806
-54,61528531,-20,46395129
-47,92109774,-15,74637532
-48,06699984,-4,77600003
-38,524312,-13,006511
-47,96520007,-15,82523014
-43,34986036,-21,7554954
-47,26717318,-22,82347222
-46,5754162,-23,53857076
-46,52209072,-23,68703187
-51,3907216,-22,13135546
-49,511959,-20,818713
-44,01624718,-19,97607059
-48,4983503,-21,26289237
-46,979089,-23,085236
-48,36528134,-21,60204582
-47,1533296,-22,76268576
-48,812032,-21,595149
-43,43066557,-22,78376404
-47,04967296,-22,93732364
-45,3662698,-23,81295886
-47,816517,-21,164329
-35,972329,-8,277721
-46,614106,-22,292542
-43,80321696,-20,25374331
-54,73458543,-2,427350242
-46,73655958,-23,64083261
-52,40665281,-26,8773591
-50,43538412,-21,22186322
-48,52038675,-27,59675321
-50,44027356,-21,2060966
-46,60881222,-23,66600555
-44,60949172,-19,86057754
-44,02722741,-19,89985686
-35,952473,-8,294576
-46,52498179,-23,66727735
-47,34054,-15,53563
-41,953714,-18,85446289
-46,69122535,-23,59536969
-43,134269,-22,399835
-48,01822007,-15,88011463
-46,5901533,-23,62335489
-47,955608,-15,83287
-46,8391479,-23,51989154
-46,78308083,-23,20355257
-46,57445329,-23,49165544
-49,06907821,-11,73012705
-46,63635165,-23,56580102
-40,06620212,-19,40042057
-51,2073804,-30,03692885
-43,1786736,-22,95459348
-42,64130552,-21,53158928
-46,32315267,-23,97111947
-46,69248246,-23,48657503
-49,80483,-26,111826
-38,56679552,-3,735955303
-48,884842,-10,173903
-46,53180354,-23,63389749
-43,50738,-20,384972
-50,18736566,-23,84868149
-46,66167823,-23,49435115
-37,43054753,-10,69017875
-45,255959,-21,697755
-40,29067179,-20,33626812
-46,66208527,-23,60848547
-54,18635714,-23,06621807
-47,741382,-23,16458
-49,148594,-13,444873
-60,65717175,2,838922368
-48,05065779,-23,58968796
-46,63874451,-23,54607288
-67,808837,-9,971422
-47,885686,-15,764882
-43,41684589,-22,81001905
-49,27626091,-26,82517613
-34,83433802,-7,097275386
-38,62047382,-3,878862424
-48,27720677,-18,91527822
-44,318763,-23,006866
-47,908578,-22,550753
-51,16943774,-30,02804836
-51,18408361,-30,00795808
-42,03021985,-20,73450347
-48,197717,-15,680884
-47,820993,-15,868502
-62,47641905,-10,42572045
-48,854472,-26,256111
-51,062067,0,034002
-47,3777098,-2,993339414
-46,907087,-23,186433
-49,90301969,-6,068713692
-51,074799,-21,68426
