-43,93705693,-19,92119014
-46,634781,-23,548792
-51,22971567,-30,02810066
-43,35783545,-22,99938273
-46,55422838,-23,115848
-46,69662713,-23,5740471
-47,525059,-23,21055
-42,55740026,-19,48616084
-43,92812937,-19,87577336
-44,03853118,-19,94263428
-43,18387699,-22,96822769
-46,33247632,-23,96754745
-42,53191194,-22,28685205
-46,5666394,-21,789838
-45,45656538,-22,42482202
-40,39140049,-20,34039924
-51,46037319,-23,55151907
-46,76777344,-22,70323109
-43,3048956,-22,79029674
-46,54004364,-23,54749876
-45,07361756,-23,43354629
-46,59490392,-23,54101492
-43,97439113,-19,88409425
-43,34174203,-22,8705886
-44,02351124,-19,94811675
-43,28347657,-22,90349692
-51,15429231,-23,31320984
-48,32108795,-21,25485766
-43,92989313,-19,91259636
-52,40703273,-28,26088171
-40,287824,-20,312859
-43,22431595,-22,91810446
-43,17751008,-22,51078329
-49,281022,-16,743203
-47,4617667,-23,53196463
-47,279549,-23,265646
-46,88637451,-23,18655072
-47,99059318,-21,13744717
-54,60815467,-16,47349961
-48,17612751,-21,78777542
-43,24198982,-22,91521002
-47,80933131,-21,17579921
-46,53304294,-23,64905315
-43,17913633,-22,93048527
-35,74248928,-9,663810286
-49,75210771,-21,67346779
-46,54152605,-22,95000806
-43,34922222,-21,75957459
-46,70138221,-23,65514362
-46,179452,-23,516125
-40,289134,-20,341308
-43,11887126,-22,89434705
-45,880635,-23,200299
-35,20667256,-5,812005033
-47,883185,-15,791283
-46,62102374,-23,56486942
-46,54705749,-23,59459714
-48,44069411,-22,88808971
-45,55439222,-23,02533077
-47,95310839,-19,76743886
-47,05839132,-22,90772538
-46,52117993,-23,54339002
-46,32753838,-23,93472796
-50,54681553,-20,27031068
-48,56843544,-20,55877846
-43,28439257,-22,88728104
-46,47806512,-23,6084458
-43,355729,-22,797883
-38,54026128,-3,739783471
-46,70262796,-23,52117228
-38,49636641,-3,733751312
-54,59420533,-20,45997424
-43,27012109,-22,87971379
-46,58847426,-23,51704569
-54,80881667,-22,22904803
-43,25000822,-22,9192386
-46,69352259,-23,68279422
-46,50735311,-23,56511182
-46,67827572,-23,67471814
-45,57839988,-22,72492794
-48,259293,-18,910878
-46,63880997,-23,52862563
-46,56437714,-23,63530958
-40,33071598,-20,31934528
-48,044044,-15,841311
-43,93689376,-19,92230307
-56,0301327,-15,64762364
-43,30790707,-22,84958372
-47,64775086,-22,72269168
-37,058435,-10,94083
-45,96922287,-23,30582535
-46,46031502,-23,66824585
-46,63721967,-23,50317037
-46,63654063,-23,54874259
-46,89220079,-23,16936304
-53,4600524,-24,95652591
-45,93508314,-22,23108849
-34,88033909,-7,115324953
-46,69265323,-23,60578364
-45,90723285,-23,20625613
-46,79802,-21,97051
-47,5550192,-22,41252806
-46,97418637,-23,02877103
-48,03735699,-23,57885379
-44,24716607,-19,46401352
-47,76818207,-21,20372223
-48,435683,-1,40533
-49,2699346,-16,70692153
-47,39700821,-22,75685458
-47,38552752,-22,35493936
-51,21237302,-30,02548874
-49,07832557,-22,32324908
-46,60029851,-23,60037988
-46,54185623,-23,56746973
-49,40021915,-20,83567762
-46,547409,-23,524773
-48,55012148,-27,59577866
-46,41466995,-24,01222177
-49,32638113,-25,40569103
-46,60103526,-23,55550948
-40,83937625,-14,84994345
-46,60656649,-23,48027978
-43,93445021,-19,93767687
-46,62558924,-23,49964626
-46,52851957,-23,66073461
-46,84056413,-23,00513131
-46,99608514,-22,97042201
-48,97213888,-21,137925
-47,06743773,-22,88580795
-46,64746665,-23,5653457
-43,34739911,-21,76094146
-52,34080666,-31,76809238
-47,05764823,-22,85428322
-45,41112468,-23,62268122
-46,63984892,-23,54524889
-46,5288,-23,46782129
-46,68761437,-23,56159425
-47,890946,-22,01344953
-48,84895132,-26,2994966
-46,38310824,-23,96741554
-49,26275793,-16,71382663
-45,89398684,-23,21740164
-47,42749022,-21,99810805
-53,91441441,-28,39139265
-49,38128959,-20,81168737
-51,15778021,-23,32204859
-53,74071336,-24,73230495
-47,40450534,-22,56555947
-46,67181868,-23,62201886
-43,46295732,-23,0131748
-49,3131786,-16,71100507
-49,26493518,-25,44950238
-63,03694466,-9,920970043
-48,84552829,-27,26659039
-52,15170357,-32,05042249
-50,38399777,-25,87310561
-46,25824493,-23,99241791
-53,09129385,-28,62661398
-47,204566,-22,832812
-53,31141377,-27,90309215
-48,52651543,-27,62111157
-45,22657593,-18,20441133
-54,78301326,-19,0846037
-51,05743967,-29,68196707
-49,17674171,-26,73706769
-48,33040481,-10,1863121
-41,53401714,-20,7607517
-39,24942782,-12,40653486
-52,98305663,-24,54196532
-56,5575621,-29,1324801
-44,22918353,-2,561077058
-50,2310479,-23,04879947
-44,08071109,-19,54431874
-35,04125444,-8,288958635
-49,41031279,-20,84103036
-46,51139814,-23,67073218
-39,60062838,-3,492584809
-53,14377908,-18,51002923
-49,23555492,-25,388405
-41,753626,-2,909763
-42,22892379,-15,81468759
-48,61986338,-1,519060074
-40,08223101,-13,86014603
-40,07710908,-13,8532345
-49,26813507,-25,42960241
-46,5882644,-23,41976398
-43,96807993,-19,92502404
-37,43054753,-10,69017875
-51,50000016,-22,275
-39,31833641,-7,204026705
-50,00071749,-25,42017887
-53,80875154,-29,68679235
-35,45484202,-7,879609043
-52,41160192,-28,26147633
-47,459659,-23,495641
-47,46109174,-23,5372592
-46,92209807,-23,60299955
-34,91739093,-8,133626812
-48,99922579,-26,47379463
-48,65923586,-26,90625354
-42,03861691,-22,87531232
-49,26295466,-25,42788923
-48,49471386,-1,453146884
-43,19330941,-22,95445
-48,55890971,-20,57536651
-46,37265593,-23,51377632
-40,29647544,-20,30608772
-38,48492938,-3,740101769
-40,30412294,-20,31160401
-48,25585166,-15,93743104
-52,623,-18,79399998
-46,50795624,-23,66432926
-51,60999996,-28,78399998
-52,56571352,-25,99886524
-53,79518407,-29,68950256
-43,40137637,-22,97297751
-50,99561467,-29,94953969
-47,48395201,-23,45843253
-44,28986188,-2,513070135
-44,02822245,-19,87496003
-46,44396334,-23,49137386
-49,407826,-25,594492
-48,54929874,-27,59886599
-47,148364,-22,768559
-46,83473677,-23,5019916
-43,95233373,-19,84224004
-50,574553,-22,414482
-42,78411468,-5,066215952
-48,40957243,-10,70083515
-46,69214805,-23,56845018
-42,700382,-21,886347
-43,80599988,-20,95399998
-37,098,-6,45800004
-43,77243502,-21,22174055
-38,47845192,-12,90423773
-44,06283124,-19,94570479
-36,49477859,-8,891711378
-48,9126387,-19,30001596
-47,18099988,-1,19600001
-51,56899992,-10,64400003
-49,06374649,-26,92095077
-49,27573353,-16,62971501
-35,69728861,-9,626840885
-36,48170025,-8,884040811
-46,72454971,-23,65459849
-36,42400008,-8,33599998
-46,55803082,-23,68352614
-51,971538,-22,835072
-38,46356557,-4,173933257
-49,24731046,-25,42465851
-42,365465,-22,030446
-41,71299984,-19,80099999
-43,34707682,-21,77675196
-40,283486,-20,33556168
-45,480682,-22,948621
-45,247781,-5,505697
-40,26839059,-20,19349981
-57,18099996,-15,07300002
-51,48337754,-25,40918154
-47,86103513,-20,58023009
-38,505315,-12,93579
-53,80789568,-25,67118057
-52,02699709,-23,51540156
-51,101574,-21,134832
-44,05173841,-19,93832774
-41,77000008,-12,41900001
-38,575558,-3,763895
-48,093829,-15,809224
-44,00250251,-19,80760021
-35,264135,-8,117729
-43,86434546,-16,72300356
-61,90099992,-11,17600002
-48,65368499,-26,90098763
-52,31898511,-31,75963385
-40,309029,-12,517797
-35,03011097,-8,279720646
-46,30811222,-23,98440424
-45,126,-20,47300002
-48,56944986,-22,73141711
-54,75999996,-18,50699997
-49,3852445,-20,77044368
-48,157513,-17,716496
-49,90600008,-26,33599998
-46,718552,-23,506189
-46,48262882,-23,60264366
-43,40305434,-22,88497721
-43,36633443,-22,94226332
-44,89391273,-19,68484301
-72,66348795,-7,631387781
-50,12464669,-18,83990403
-41,120445,-20,858331
-55,16799984,-21,61400004
-50,57869754,-27,28501806
-38,473092,-12,996059
-51,73400016,-19,11300003
-51,99239483,-26,48351066
-49,28178551,-16,68739142
-44,766,-20,44299996
-34,948302,-7,145556
-43,287207,-22,767227
-44,93499984,-19,224
-46,94877381,-22,36747616
-47,833765,-21,225523
-39,30175357,-7,311037807
-34,89725622,-8,116056111
-35,211246,-5,841511
-43,787142,-20,661791
-38,55949461,-3,774946973
-48,48928179,-1,444710179
-43,89976363,-22,62755197
-40,122,-18,37999998
-59,94487966,-3,111866241
-47,96520007,-15,82523014
-38,073607,-12,642281
-48,66909447,-28,24085371
-46,74515059,-23,360418
-49,42594667,-16,49605909
-53,395228,-27,356922
-36,05100645,-7,998931397
-41,95071674,-18,85822893
-37,9700427,-4,934716812
-49,08259394,-26,48178216
-50,1577994,-25,09412255
-46,53542169,-23,42743282
-44,25477844,-2,490486203
-46,50842767,-23,44752449
-43,24749,-22,989525
-54,91000008,-9,78800004
-54,559105,-20,397591
-46,76481686,-23,65757515
-43,81499988,-17,10800001
-52,89814288,-25,45775205
-47,200472,-18,476806
-47,91412074,-19,75636969
-40,8922224,-18,75688894
-46,77854991,-23,52886305
-46,55691119,-23,46205682
-46,76917514,-23,54000024
-46,39595012,-23,50652111
-48,78273293,-28,48413025
-40,6304581,-19,53588928
-37,37726079,-5,171634085
-53,81651638,-22,3099485
-43,32428864,-23,00268271
-42,5324673,-22,27997769
-46,059946,-22,61065
-48,405275,-1,365611
-67,84642972,-9,985850668
